x,y
-1.2606055826353175,-0.0005353050665048542
1.0026618201925899,-1.20446280604398
-1.3217095592892016,-0.23840391066945518
0.7626508771635316,1.1437359419943611
-0.8693005749855597,1.3500359798050887
-0.9689809059486214,1.058055646118379
-1.6061763904013033,-0.05804128190770582
0.18283911120043134,1.456149449988123
1.468182990654343,0.18832685000835178
0.9687074330673798,-0.9427134518734129
1.0755551670322954,0.871557294303404
-0.0175065297118176,1.3357692829339363
-0.09026380011645557,-1.4416312779381328
1.5124003527178782,0.17225610509611045
1.1358372052392884,-1.0020778617841497
1.4324332769439252,0.2641556994938765
1.1519973408582986,0.21099037821260422
-1.3752435254473794,0.28006467099830434
0.015153080016886245,-1.205015048554824
-1.1643400176376744,-0.9301880071413663
1.2922772571715924,-0.8717967673496784
-0.0072427427430121,-1.3092429305526454
-0.9428969586016962,-1.0140808638472019
0.9819480943009343,-0.9724608694253689
-0.9333933989302416,-1.3663057469164688
1.2117545582723794,-1.283445900095216
0.17862881240890774,1.540288260018132
0.8934024328351121,0.7902683681234564
1.1533253529822942,0.9247493712478158
1.191724643384037,-0.9668044820966071
0.9943532413733365,-0.8455165155395478
1.315489366755942,-0.02525442444678467
-1.5037119386470053,-0.008060380012114678
-0.9673068235266709,0.933218707341976
1.4894546762401781,0.34751523659459344
-0.8682986202704703,-0.9953994167758574
-0.916616164557998,-0.8889306995429858
1.322569214624251,0.04141429906495123
-0.03267694146087559,1.3960659968561302
-1.1234638039406875,1.1188722763817958
1.394393403725368,-0.006870186823922825
0.10674949863811038,-1.4792162707961307
-0.9663323666212539,-1.0388857683285095
-0.05092425884749335,-1.5338337997682436
-1.693488582447461,-0.20544301889994046
-0.64183288408148,1.0032327504141059
-1.216562267180492,-1.024365125185985
-0.9502603643367956,0.9572226232814524
0.19094910234432794,1.2942186287274742
-1.0286195366269872,0.9304712971879221
-1.2358987640511652,-0.1776288406991496
0.9021376091449628,1.10333885023806
0.9912605573708915,-1.0095971365016214
-0.05133946728943766,-1.3399674836022117
1.5539821264585427,-0.17464942226558158
1.219569900051056,-0.9716497857344977
-1.6323057684124946,0.028442999923615347
0.21539442737514847,1.5598980033381344
-1.5175360957598762,-0.022482225730300454
0.05178523772423098,1.631200183483174
0.9646690879056904,-1.1263105483615035
1.2806051964655407,0.18169283223574909
0.955327365951151,1.0192480550414527
-0.8685679975468453,-1.1628494642415699
-1.1445549297659938,1.0660355791610696
1.2219126649032386,0.6955515973083882
1.26658429499903,0.035043355829962874
-1.0947685743841453,1.075309910990825
-0.7581272828757828,-1.1288590728324717
1.5333657829150167,0.17907978513941647
-0.03601206522668661,-1.158806539365749
-0.11446165572873895,1.2918783368555382
-0.7038571602685257,-1.0464839173592395
-1.4207890633154023,-0.05752984806022908
1.1969446570477076,0.9956616657200569
0.8716584789782443,-1.2042600279299527
-0.11279139199668248,1.3042877107545228
1.415802212411259,-0.009503115668281771
1.1751654041231685,-0.08979482712275783
-1.4556651239776062,0.09796592404293328
-1.3104699108883275,-0.4228560995427844
1.4355431487123322,0.07981276381070705
-0.1700235966093953,-1.3890549368020333
1.0302692849206263,-0.8552455697182162
-1.0841485509554938,-0.9024199115212891
1.5046462963333516,0.003298131998007014
1.4215561862928412,0.22804186600940304
1.1810613059061768,1.074104258468213
0.9473105461276863,-0.76561859444238
0.9668107122365007,1.193621236308977
0.6585150963810651,0.868235044307985
0.9257314536450942,0.8677229194358258
1.0891269536000283,-0.9979401852655144
-0.08590635040312151,1.3989075168326732
-1.2778326276024419,0.1665328786878974
-1.202226757020079,-1.1019222991310493
-1.3603867775239626,-0.07081217891740456
-0.6446956087207815,-0.9768339092296474
1.2655493232111235,0.043082005402336254
0.9760943272443809,1.0014197407554686
-0.9817452861166458,1.0595481435143759
-1.4207113851673516,-0.007074658300461502
-0.18732586047368494,1.4326318859789213
-0.9206502075506707,0.774396749465503
0.86160008782423,-1.0336208149103634
0.9213522596904766,-1.1428196588213695
0.15871231538947192,-1.256626781497108
-0.9812084885041881,0.9304336995756045
1.393884767028164,-0.04040391286486704
-1.2264540668173527,-0.10872123037956782
-0.979544997019741,-1.0048073554225374
-0.8765290011565863,1.1019522674193993
1.0092678415258913,0.8907904946095594
0.22633431399713874,-1.28129070530299
-0.6453761640643932,-1.0413212062658894
-1.0965582871378519,-0.9296909118398973
-1.1125109699488733,0.7052121097411285
-0.07563474956294888,1.445090096573351
-1.3182698586257702,-0.07829685547301418
0.8321846994077489,0.9461306729732852
-1.4288203068755418,-0.026661157813138645
-1.5515471402825023,0.09077074661164722
-1.2541029871605955,0.10505832147560053
0.06349291252798113,1.575755953472093
-0.9979915991401764,0.871298823709532
1.4583874825325687,-0.000245719629958383
0.9021000566294185,1.0588885899930596
-0.013384977710729998,-1.4218276541940948
0.9611485903385726,0.8326817302023048
